AP209224999715910420290307 000036393   9030720190307LIBERO NORD                             010001509999999999 15910420290307977159104200720800000000000000U977159104200790307
AP209224999722840060090031 000033508   9003120190307TOYS2 GIOCA E COLORAI MIEI CUCCIOLI - AL130003909999999999 22840060090031977228400600910500000000000000U977228400600990031
AP209224999522833500390003 000035363   9000320190307LIVING MENSILE                          120003909999999999 22833500390003977228335003510000000000000000U977228335003590003
AP209224999124210656574062 000037017   7406220190307*SCOPRIRE FILOSOFIA SCHILLER            070009999999999999 24210656574062977242106565430300000000000000U977242106565474062
AP209224999722840520890002 000037233   9000220190307SAIFAM MUSIC DEL.08 CD RADIO BIRIKINA 25130009909999999999 22840520890002977228405208210360000000000000U977228405208290002
AP209224999711227420090521 000036602   9052120190307MINIPUZZLE                              120001709999999999 11227420090521977112274200010340000000000000U977112274200090521
AP209224999723849240090009 000039127   9000920190307ORA                                     100001009999999999 23849240090009977238492400510310000000000000U977238492400590009
AP209224990111296225490307 000029941   9030720190307MESSAGGERO ROMA                         010001409999999999 11296225490307977112962254120800000000000000U977112962254190307
AP209224999524213830090017 000037929   9001720190307*MARVEL LEGENDS     CAPITAN AMERICA     070005999999999999 24213830090017977242138300010300000000000000U977242138300090017
AP209224999124649790662114 000039638   6211420190307*I LIKE UNCINETTO                       070005999999999999 24649790662114977246497906230350000000000000U977246497906262114
AP209224999781141230090307 000041652   9030720190307VERITA'                                 010001309999999999 81141230090307977811412300720800000000000000U977811412300790307
AP209224999178051530090004 000042211   9000420190307$LUST AUF MEHR                          120004309999999999 78051530090004             10050000000000000U419096010295404   
AP209224999178050850090011 000041103   9001120190307$BILD DER FRAU                          070001909999999999 78050850090011             10050000000000000U419061520140711   
AP209224999125318960090005 000042616   9000520190307COSI'                                   090001009999999999 25318960090005977253189600110310000000000000U977253189600190005
AP209224999518287161290307 000038986   9030720190307INS ORIGAMI STAMPA                      010001509999999999 18287161290307977182871612120300000000000000U977182871612190307
AP209224999524217036051158 000038911   5115820190307*MARVEL HEROES 3D                       100012999999999999 24217036051158977242170360010200000000000000U977242170360051158
AP209224985069102210090009 000040811   9000920190307$NEW SCIENTIST UK                       070006509999999999 69102210090009             10300000000000000U977026240728209   
AP209224999124996340090005 000042950   9000520190307IN FAMIGLIA                             070001009999999999 24996340090005977249963400410310000000000000U977249963400490005
AP209224985303901074190307 000040498   9030720190307REPUBBLICA                              010001509999999999 03901074190307977039010700920800000000000000U977039010700990307
AP209224985069131460090011 000040789   9001120190307$JUNGE FREIHEIT                         070005309999999999 69131460090011             10300000000000000U419414790480511   
AP209224985300008000090002 000040812   9000220190307LIMES               UNA STRATEGIA PER L'120015009999999999 00008000090002977112490400060070000000000000U977112490400090002
AP209224999020543730061127 000041394   6112720190307*GR.STORIE DC COMICSNIGHTWING           090013999999999999 20543730061127977205437300330100000000000000U977205437300361127
AP209224999524208853080013 000039460   8001320190307ESP.GIAQUINTO ED.VARBUSTA SORPRESA PRINC130002999999999999 24208853080013977242088530710300000000000000U977242088530780013
AP209224999524991300090019 000039916   9001920190307THE GOOD LIFE                           130007009999999999 24991300090019977249913000110300000000000000U977249913000190019
AP209224999781120744590035 000038746   9003520190307INS GIORNALE COMPIEGSOLO IL TEMPO LO DIR120009909999999999 81120744590035977811207445510470000000000000U977811207445590035
AP209224999781100320091902 000038797   9190220190307PANORAMA ICON DESIGNRILANCIO            120004509999999999 81100320091902977811003200610310000000000000U977811003200691902
AP209224999120389430090003 000042645   9000320190307STOP                                    070001909999999999 20389430090003977203894300010310000000000000U977203894300090003
AP209224999025326470090001 000045955   9000120190307ESP.OFFICINA RAGAZZIORIGAMIX-50 TRIANGOL130002999999999999 25326470090001977253264700810590000000000000U977253264700890001
AP209224999724652240090010 000039522   9001020190307MIO                                     070001709999999999 24652240090010977246522400010310000000000000U977246522400090010
AP209224999178053190090001 000046178   9000120190307$LISA SONDERHEFT                        230002409999999999 78053190090001             10050000000000000U419143650199801   
AP209224985069803230090019 000046293   9001920190307$THE GENTLEWOMAN                        160009999999999999 69803230090019             10300000000000000U977187986903619   
AP209224999718286700090002 000044644   9000220190307VIP MESE                                120001009999999999 18286700090002977182867000310310000000000000U977182867000390002
AP209224999511204980090307 000043898   9030720190307CORR.SERA PN/TV                         010001509999999999 11204980090307977112049800820800000000000000U977112049800890307
AP209224999178052880090001 000045253   9000120190307$BILD DER FRAU NATUE                    220003109999999999 78052880090001             10050000000000000U419133030230101   
AP209224999519743376083051 000046360   8305120190307*SCENEGGIATI RAI TV                     100010999999999999 19743376083051977197433760730200000000000000U977197433760783051
AP209224999525331066071034 000045832   7103420190307*SUPERCARS                              100014999999999999 25331066071034977253310660330200000000000000U977253310660371034
AP209224988322222220090307 000043121   9030720190307GAZZETTINO BL ABBONA                    010000009999999999 222222200                  20840000000000000U                  
AP209224985069601300090004 000045130   9000420190307$COUNTRY LIVING UK                      120007509999999999 69601300090004             10300000000000000U72527472691204    
AP209224993522222220090307 000043032   9030720190307CORRIERE ALPI ABBONA                    010000009999999999 222222200                  20840000000000000U                  
AP209224999122796841090010 000039768   9001020190307SETTIMANALE NUOVO +CNUOVO CUCINA        070001509999999999 22796841090010977227968410650310000000000000U977227968410690010
AP209224999124651190671079 000044785   7107920190307*I LIKE MAGLIA      CALO EDITORIALE     070005999999999999 24651190671079977246511906130350000000000000U977246511906171079
AP209224999524213839090017 000046299   9001720190307*MARVEL LEGENDS CA. CAPITAN AMERICA     100005999999999999 242138390                  10300000000000000U                  
AP209224999125320510090012 000043104   9001220190307DIMENSIONE CIELO    BOMBARDIERI D.REGIA 130012009999999999 25320510090012977253205100314600000000000000U977253205100390012
AP209224902601234567890010 000044653   9001020190307MODULI VANITY FAIR                      070000009999999999 012345678                  10000000000000000U                  
AP209224999511204983590307 000043235   9030720190307CORR.SERA TN                            010001509999999999 112049835                  20800000000000000U                  
AP209224985069601290090004 000045111   9000420190307$COSMOPOLITAN UK                        120004999999999999 69601290090004             10300000000000000U07447077562104    
AP209224999711248830190307 000043867   9030720190307GIORNALE ABBONATI                       010000009999999999 112488301                  20800000000000000U                  
AP209224902600026740090307 000043296   9030720190307SCUOLE GIORNO                           010000009999999999 000267400                  20800000000000000U                  
AP209224991525313260890307 000043404   9030720190307CORRIERE SPORT                          010001509999999999 25313260890307977253132640920800000000000000U977253132640990307
AP209224999519710893290018 000046119   9001820190307+CARDGAME WANTED-VARBOOSTER 2 BUSTINE   130009009999999999 19710893290018977197108932510300000000000000U977197108932590018
AP209224991525313261490307 000043405   9030720190307STADIO VERDE                            010001509999999999 25313261490307977253132643020800000000000000U977253132643090307
AP209224999524217039051158 000043427   5115820190307*MARVEL HEROES C.A.                     070012999999999999 242170390                  30200000000000000U                  
AP209224985069600050090004 000040801   9000420190307$COUNTRY HOMES & INT                    120007509999999999 69600050090004             10300000000000000U977095130127304   
AP209224999711204440090011 000045909   9001120190307NOVELLA                                 070001509999999999 11204440090011977112044400510310000000000000U977112044400590011
AP209224999711240419990172 000043375   9017220190307MIO COMP.IDEA GDO                       090001909999999999 11240419990172977112404199610320000000000000U977112404199690172
AP209224929500000010090307 000043877   9030720190307POPOLO DI PORDENONE NUMERO 10           070001309999999999 00000010090223900397401363310000000000000000U900397401363390223
AP209224993500294890090307 000043883   9030720190307MESS.VEN.PN ABBONATI                    010000009999999999 002948900                  20840000000000000U                  
AP209224993500179950090307 000043884   9030720190307NUOVA VENEZIA ABBONA                    010000009999999999 001799500                  20840000000000000U                  
AP209224988300291510090307 000043885   9030720190307GAZZETTINO PN ABBONA                    010000009999999999 002915100                  20840000000000000U                  
AP209224999500202430090307 000043886   9030720190307COR.SERA VENETO ABBO                    010000009999999999 002024300                  20840000000000000U                  
AP209224999500126340090307 000043887   9030720190307COR.SERA PN ABBONATI                    010000009999999999 001263400                  20840000000000000U                  
AP209224999024216180093009 000042628   9300920190307*CAFFE' FILOSOFICO  NEWTON              070009999999999999 24216180093009977242161800310100000000000000U977242161800393009
AP209224902600026770090307 000049288   9030720190307SCUOLE CORR.SERA TN                     010000009999999999 000267700                  20000000000000000U                  
AP209224902600026780090307 000049289   9030720190307SCUOLE CORR.SERA VE                     010000009999999999 000267800                  20000000000000000U                  
AP209224999168091400090080 000049315   9008020190307$HOME FRANCESE                          130007109999999999 68091400090080378194200650910760000000000000U378194200650900800
AP209224902600026760090307 000045680   9030720190307SCUOLE CORR.SERA PN                     010000009999999999 000267600                  20000000000000000U                  
AP209224999781220514590025 000048791   9002520190307*GRANDI COLLEZIONI  GIP NEL TELEVISORE E070007909999999999 81220514590025977812205145310090000000000000U977812205145390025
AP209224999126116666581024 000048836   8102420190307*DONNE STRAORDINARIEAGATHA CHRISTIE     070006999999999999 26116666581024977261166665410470000000000000U977261166665481024
AP209224988311206044890307 000049488   9030720190307GAZZETTINO RO                           010001209999999999 11206044890307977112060448520000000000000000U977112060448590307
AP209224999711227429990521 000046570   9052120190307MINIPUZZLE GDO                          120001709999999999 11227429990521977112274299410340000000000000U977112274299490521
AP209224999168087250090096 000048997   9009620190307$YOUNGTIMERS                            120003999999999999 68087250090096378189090399810300000000000000U378189090399800960
AP209224999168041010090006 000049262   9000620190307$ART NEWSPAPER FRANC                    120008909999999999 68041010090006378189070790912200000000000000U378189070790900060
AP209224999023986460081031 000045750   8103120190307*RALLY DI MONTECARLOMITSUBISHI LANCER EV090015999999999999 23986460081031977239864600930100000000000000U977239864600981031
AP209224999725317670190059 000045863   9005920190307*MITOLOGIA2         LE MURA DI TROIA    070009999999999999 25317670190059977253176701114100000000000000U977253176701190059
AP209224999725317670190056 000045863   9005620190214*MITOLOGIA2         IL NOBILE RE PELEO  070009999999999999 253176701     977253176701114100000000000000U977253176701190056
AP209224999168066360090158 000049630   9015820190307$TAMIYA MODEL MAG FR                    130008409999999999 68066360090158378156960745510760000000000000U378156960745501580
AP209224985069052000090307 000049640   9030720190307$AL QUDS                                010002009999999999 69052000090307977135833704920830000000000000U977135833704990307
AP209224985069014000090306 000049666   9030620190307$LES ECHOS                              010004309999999999 69014000090306378001040280920830000000000000U378001040280990306
AP209224999168050580090592 000048256   9059220190307$FANA DE L'AVIATION                     120008309999999999 68050580090592378198530730410760000000000000U378198530730405926
AP209224999781220534590021 000049019   9002120190307*STURMTRUPPEN ED.KOLSTURMTRUPPEN A COLOR120006909999999999 81220534590021977812205345710500000000000000U977812205345790021
AP209224932200000010090307 000049656   9030720190307VOCE DI ROVIGO                          010001209999999999 00000010090307977182453940320800000000000000U977182453940390307
AP209224985069000050090306 000049681   9030620190307$NEW YORK TIMES USA                     010008309999999999 69000050090306419858200350520830000000000000U419858200350590306
AP209224999525315601690011 000049739   9001120190307INS PROTAGONISTI STOCARLO V             070008909999999999 25315601690011977253156016210300000000000000U977253156016290011
AP209224999724213980390007 000049744   9000720190307*FILOSOFIA3         MACHIAVELLI         070009999999999999 24213980390007977242139803510000000000000000U977242139803590007
AP209224999720391151290007 000049745   9000720190307*MONDO MATEMATICO4  DILEMMA DEL PRIGIONI090009999999999999 20391151290007977203911512310100000000000000U977203911512390007
AP209224999178055000090004 000049747   9000420190307$ZUHAUSE WOHNEN                         120005609999999999 78055000090004             10300000000000000U419049360395904   
AP209224999126119816591010 000049759   9101020190307*MITOLOGIA X BAMBINIIL VOLO DI ICARO    070006999999999999 26119816591010977261198165830300000000000000U977261198165891010
AP209224999519700150492009 000049770   9200920190307*LETTERATURA ITALIAN                    100012999999999999 19700150492009977197001504210200000000000000U977197001504292009
AP209224999526115116091009 000049771   9100920190307*FERRARI F40                            100011999999999999 26115116091009977261151160230200000000000000U977261151160291009
AP209224988344444440090307 000049807   9030720190307GAZZETTINO VE ABBONA                    010000009999999999 444444400                  20840000000000000U                  
AP209224985069803210090015 000046594   9001520190307$SSAW                                   160017009999999999 69803210090015             10300000000000000U977224228000715   
AP209224999168000200090306 000049588   9030620190307$ASHARQ AL-AWSAT                        010003009999999999 68000200090306977131908136310830000000000000U977131908136390306
AP209224999168095020090009 000049613   9000920190307$PETITS MONTESSORI                      140006999999999999 68095020090009378142220699310760000000000000U378142220699300095
AP209224999168090620090041 000048950   9004120190307$DIGITAL PHOTO FRANC                    130007509999999999 68090620090041378154820690710760000000000000U378154820690700416
AP209224999168056410090586 000048953   9058620190307$AMINA                                  120003209999999999 68056410090586378145850270010760000000000000U378145850270005860
AP209224999168000310090306 000047426   9030620190307$TIMES                                  010004509999999999 68000310090306977174249863920830000000000000U977174249863990306
AP209224999168000310090305 000047426   9030520190306$TIMES                                  010004509999999999 68000310090305             20830000000000000U977174249862210   
AP209224999168000310090304 000047426   9030420190305$TIMES                                  010004509999999999 68000310090304             20830000000000000U977174249861510   
AP209224909515929663190307 000047474   9030720190307TRENTINO                                010001309999999999 15929663190307977159296631920000000000000000U977159296631990307
AP209224909500001020090307 000047476   9030720190307TRENTINO ABB.                           010000009999999999 000010200                  20000000000000000U                  
AP209224999168000160090307 000047482   9030720190307$FINANCIAL TIMES                        010003609999999999 68000160090307             20830000000000000U977017473614210   
AP209224999168000160090306 000047482   9030620190306$FINANCIAL TIMES                        010003609999999999 68000160090306             20830000000000000U977017473613510   
AP209224998700414444190002 000050148   9000220190307INS ALLIANZ STADIUM                     210009999999999999 00414444190002977004144441570800000000000000U977004144441590002
AP209224999781222244590011 000049764   9001120190307MUSSOLINI E IL FASCI11? VOL. MUSSOLINI  070009999999999999 81222244590011977812222445114100000000000000U977812222445190011
AP209224999519710893490018 000048288   9001820190307+CARDGAME WANTED-VARBOOSTER 2 BUSTINE   120009009999999999 19710893490018977197108934910300000000000000U977197108934990018
AP209224999168094250090020 000048304   9002020190307$GARCON MAGAZINE                        130006509999999999 68094250090020378168490599310350000000000000U378168490599300200
AP209224999168004590090810 000047704   9081020190307$MODELE MAGAZINE                        120008109999999999 68004590090810378198610720010760000000000000U378198610720008106
AP209224999168093990090010 000047706   9001020190307$SOLDAT                                 130014959999999999 68093990090010378120061400214900000000000000U378120061400200100
AP209224999168094850090008 000047708   9000820190307$LADY FRANCESE                          140004509999999999 68094850090008378127770350010310000000000000U378127770350000080
AP209224999726114630090003 000049219   9000320190307FORTUNE                                 120003909999999999 26114630090003977261146300010070000000000000U977261146300090003
AP209224999526114190090010 000047066   9001020190307MARIA CON TE                            070001009999999999 26114190090010977261141900710300000000000000U977261141900790010
AP209224999525331069071034 000046022   7103420190307*SUPERCARS C.A.                         100014999999999999 25331069071034977253310690030200000000000000U977253310690071034
AP209224999520370214890029 000048606   9002920190307INS ALBI AVVENTURA  EPOXY               070004999999999999 20370214890029977203702148810300000000000000U977203702148890029
AP209224999723851730390025 000048608   9002520190307*MIA PRIMA BIBBIA 4 IL PROFETA ELISEO   090004999999999999 23851730390025977238517303714300000000000000U977238517303790025
AP209224998700414445790010 000049161   9001020190307INS OLIVER HUTTON MA                    210009999999999999 00414445790010977004144457670800000000000000U977004144457690010
AP209224999126117150090033 000048327   9003320190307SETT.ENIGM.I SUDOKU                     070001009999999999 26117150090033977261171500010340000000000000U977261171500090033
AP209224999526116816081028 000048596   8102820190307*SEGRETO PIETRE                         100007999999999999 26116816081028977261168160230200000000000000U977261168160281028
AP209224999178054680090003 000049033   9000320190307$GALUPY             GADGET              130005509999999999 78054680090003             10510000000000000U419143880399103   
AP209224999168069400090098 000049205   9009820190307$FERROVISSIME                           130010509999999999 68069400090098378173050950210760000000000000U378173050950200980
AP209224999168071680090043 000048117   9004320190307$OCTANE                                 130007909999999999 68071680090043378162140690310760000000000000U378162140690300430
AP209224985069702360090027 000048685   9002720190307$MILK DECORATION UK                     140007509999999999 69702360090027378049430650110300000000000000U378049430650100270
AP209224999178054450090004 000048697   9000420190307$FREIZEIT EXCLUSIV                      120001409999999999 78054450090004             10050000000000000U419799200110104   
AP209224999168069880090117 000048741   9011720190307$MAISONS DE CAMPAGNE                    130005709999999999 68069880090117378151910450810760000000000000U378151910450801170
AP209224999168052530190052 000048742   9005220190307$ID ART DE VIVRE TER                    140007959999999999 68052530190052378140400695513900000000000000U378140400695500520
AP209224999168045300090353 000047565   9035320190307$RETROVISEUR                            120006409999999999 68045300090353378148280595210760000000000000U378148280595203530
AP209224999168094860090019 000047568   9001920190307$MON ROBOT & MOI                        130007809999999999 68094860090019378133160699012900000000000000U378133160699000190
AP209224999168043110091903 000047569   9190320190307$KARATE BUSHIDO                         120007009999999999 68043110019030378176890650210760000000000000U378176890650219030
AP209224999168070250090245 000047570   9024520190307$ANTIQUITES BROCANTE                    120006009999999999 68070250090245378145760510510760000000000000U378145760510502450
AP209224999168004230090473 000047574   9047320190307$LIRE                                   120007509999999999 68004230090473378198170690310760000000000000U378198170690304736
AP209224999168091130090024 000048246   9002420190307$PSYCHOLOGIE POSITIV                    130006909999999999 68091130090024378127080595910760000000000000U378127080595900240
AP209224999526114806084030 000048424   8403020190307*VESPA 2018                             100012999999999999 26114806084030977261148060110200000000000000U977261148060184030
AP209224999781190481090011 000045997   9001120190307VISTO TV BANDED     VISTO TV + NOVELLA  070002509999999999 81190481090011977811904810710090000000000000U977811904810790011
AP209224999025321180090002 000046419   9000220190307ESP.SUP.KREATIVITY  ORIGAMIX-25 TRIANGOL130001009999999999 25321180090002977253211800310590000000000000U977253211800390002
AP209224999526110786081036 000046420   8103620190307*TEX 3D COLLECTION                      100012999999999999 26110786081036977261107860010200000000000000U977261107860081036
AP209224985069232010090005 000047775   9000520190307$BACCARA                                100002909999999999 69232010090005             10300000000000000U419816150280105   
AP209224999168040120090714 000047648   9071420190307$JAZZ MAGAZINE                          120007909999999999 68040120090714378110920690210760000000000000U378110920690207140
AP209224999168050900090343 000047656   9034320190307$TOP SANTE PF                           120003509999999999 68050900090343378159120270310760000000000000U378159120270303430
AP209224999168044940090468 000047668   9046820190307$BIBA PF                                120003509999999999 68044940090468378166070190810760000000000000U378166070190804680
AP209224999168091410090024 000048111   9002420190307$TOPGEAR MAGAZINE                       130006909999999999 68091410090024378123430590710760000000000000U378123430590700240
AP209224999526116819081028 000048817   8102820190307*SEGRETO PIETRE CA                      070007999999999999 261168190                  30200000000000000U                  
AP209224999526114809084030 000048632   8403020190307*VESPA 2018 CA                          100012999999999999 261148090                  30200000000000000U                  
AP209224985069200020090009 000047175   9000920190307$BEST UK                                070002859999999999 69200020090009             10300000000000000U977095489525009   
AP209224999126121230090001 000050247   9000120190307ENIGMIST.D.PICCOLI  YO YO               130004509999999999 26121230090001977261212300210590000000000000U977261212300290001
AP209224999024650613190001 000050248   9000120190307ESP.TOYSONE SPEC.STASPRINX              130002509999999999 24650613190001977246506131510590000000000000U977246506131590001
AP209224999518280509290008 000049984   9000820190307INS STORIA JAZZ CA  LA NASCITA DELLE GRA070009909999999999 182805092                  10300000000000000U                  
AP209224999526117090790004 000050040   9000420190307+CARDGAMER-MAGAZINE-YU-GI-OH SPEED DUEL 120013909999999999 26117090790004977261170907810300000000000000U977261170907890004
AP209224999726121750090001 000050249   9000120190307RICETTE DIMENTICATE                     130006909999999999 26121750090001977261217500113500000000000000U977261217500190001
AP209224999178051850090001 000050250   9000120190307$FREIZEIT REVUE SH O                    220002409999999999 78051850090001             10050000000000000U419106130195601   
AP209224999178053890090004 000050252   9000420190307$FRAU IM SPIEGEL ROY                    120005009999999999 78053890090004             10050000000000000U419233410360404   
AP209224999178055330090001 000050253   9000120190307$OPTIMUM VELO                           130013509999999999 78055330090001378170551290210300000000000000U378170551290200010
AP209224993500114240090307 000049948   9030720190307TRIBUNA TV ABB.                         010000009999999999 001142400                  20840000000000000U                  
AP209224999518280504990008 000049868   9000820190307INS STORIA JAZZ CORRLA NASCITA DELLE GRA070009909999999999 18280504990008977182805049210300000000000000U977182805049290008
AP209224999781222414590008 000049956   9000820190307CHE STORIA!         IL NAUFRAGIO DEL TIT070004999999999999 81222414590008977812224145814100000000000000U977812224145890008
AP209224999521205068090025 000049835   9002520190307*GO NAGAI C.G.                          070012999999999999 212050680                  10300000000000000U                  
AP209224999526119690091006 000049961   9100620190307*BORGHI D'EUROPA CA.                    070009999999999999 261196900                  30200000000000000U                  
AP209224999168095510090016 000049847   9001620190307$HEALTHY FOOD                           140005959999999999 68095510090016378143800495812900000000000000U378143800495800160
AP209224999526120666091004 000049949   9100420190307*FERRARI RACING 2019                    100015999999999999 26120666091004977261206660630200000000000000U977261206660691004
AP209224999026120680091004 000049950   9100420190307*SOUL MUSIC         LITTLE STEVIE WONDER090016999999999999 26120680091004977261206800630140000000000000U977261206800691004
AP209224999026112724090001 000050246   9000120190307ESP.KEY RING VERS.2 BIMBUMBAM - POP STAR140004999999999999 26112724090001977261127240410590000000000000U977261127240490001
AP209224999519700153492009 000050001   9200920190307*LETTERATURA IT.CA                      100012999999999999 197001534                  30200000000000000U                  
AP209224999178055210090279 000050064   9027920190307$MARIE FRANCE                           120005309999999999 78055210090279378158280220210050000000000000U378158280220202790
AP209224999511204983490307 000049866   9030720190307CORR.SERA RO                            010001509999999999 11204983490307977112049800820000000000000000U977112049800890307
AP209224999524210900494002 000050173   9400220190307*MY LITTLE TOWN RIL.                    100002999999999999 24210900494002977242109004530200000000000000U977242109004594002
AP209224999526121166091002 000050169   9100220190307*DODGE FAST & FURIOU                    070004999999999999 26121166091002977261211660830200000000000000U977261211660891002
